dataset,subject,session,fmap,task
NKI,A00066389,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00066389,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00066389,BAS1,none,task-rest_acq-1400
NKI,A00066389,BAS1,none,task-rest_acq-645
NKI,A00066389,BAS1,none,task-rest_acq-CAP
NKI,A00066389,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00066389,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00066389,FLU1,none,task-rest_acq-1400
NKI,A00066389,FLU1,none,task-rest_acq-645
NKI,A00066389,FLU1,none,task-rest_acq-CAP
NKI,A00066389,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00066389,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00066389,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00066389,FLU2,none,task-rest_acq-1400
NKI,A00066389,FLU2,none,task-rest_acq-645
NKI,A00066389,FLU2,none,task-rest_acq-CAP
NKI,A00066534,BAS1,none,task-rest_acq-1400
NKI,A00066534,BAS1,none,task-rest_acq-645
NKI,A00066534,BAS1,none,task-rest_acq-CAP
NKI,A00066534,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00066534,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00066534,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00066534,FLU2,none,task-rest_acq-1400
NKI,A00066534,FLU2,none,task-rest_acq-645
NKI,A00066534,FLU2,none,task-rest_acq-CAP
NKI,A00066534,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00066534,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00066534,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00066534,TRT,none,task-rest_acq-1400
NKI,A00066534,TRT,none,task-rest_acq-645
NKI,A00066534,TRT,none,task-rest_acq-CAP
NKI,A00066580,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00066580,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00066580,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00066580,BAS1,none,task-rest_acq-1400
NKI,A00066580,BAS1,none,task-rest_acq-645VARIANTNumVolumes
NKI,A00066580,BAS1,none,task-rest_acq-CAP
NKI,A00066580,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00066580,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00066580,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00066580,TRT,none,task-rest_acq-1400
NKI,A00066580,TRT,none,task-rest_acq-645
NKI,A00066580,TRT,none,task-rest_acq-CAP
NKI,A00066698,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00066698,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00066698,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00066698,BAS1,none,task-rest_acq-1400
NKI,A00066698,BAS1,none,task-rest_acq-645
NKI,A00066698,BAS1,none,task-rest_acq-CAP
NKI,A00066698,FLU1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00066698,FLU1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00066698,FLU1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00066698,FLU1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00066698,FLU1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00066698,FLU1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00066698,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00066698,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00066698,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00066698,TRT,none,task-rest_acq-645
NKI,A00066698,TRT,none,task-rest_acq-CAP
NKI,A00066784,BAS1,none,task-rest_acq-645
NKI,A00066784,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00066784,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00066784,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00066784,FLU1,none,task-rest_acq-1400
NKI,A00066784,FLU1,none,task-rest_acq-645
NKI,A00066784,FLU1,none,task-rest_acq-CAP
NKI,A00066860,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00066860,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00066860,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00066860,BAS1,none,task-rest_acq-1400
NKI,A00066860,BAS1,none,task-rest_acq-645
NKI,A00066860,BAS1,none,task-rest_acq-CAP
NKI,A00066860,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00066860,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00066860,FLU1,none,task-rest_acq-1400
NKI,A00066860,FLU1,none,task-rest_acq-645
NKI,A00066860,FLU1,none,task-rest_acq-CAP
NKI,A00066860,FLU2,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00066860,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00066860,FLU2,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00066860,FLU2,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00066860,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00066860,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00066860,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00066860,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00066860,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00066860,TRT,none,task-rest_acq-1400
NKI,A00066860,TRT,none,task-rest_acq-645
NKI,A00066860,TRT,none,task-rest_acq-CAP
NKI,A00066865,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00066865,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00066865,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00066865,BAS1,none,task-rest_acq-1400
NKI,A00066865,BAS1,none,task-rest_acq-645
NKI,A00066865,BAS1,none,task-rest_acq-CAP
NKI,A00073942,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00073942,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00073942,BAS1,none,task-rest_acq-1400
NKI,A00073942,BAS1,none,task-rest_acq-645
NKI,A00073942,BAS1,none,task-rest_acq-CAP
NKI,A00073942,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00073942,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00073942,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00073942,FLU1,none,task-rest_acq-1400
NKI,A00073942,FLU1,none,task-rest_acq-645
NKI,A00073942,FLU1,none,task-rest_acq-CAP
NKI,A00073942,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00073942,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00073942,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00073942,FLU2,none,task-rest_acq-1400
NKI,A00073942,FLU2,none,task-rest_acq-645
NKI,A00073942,FLU2,none,task-rest_acq-CAP
NKI,A00074113,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00074113,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00074113,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00074113,BAS1,none,task-rest_acq-1400
NKI,A00074113,BAS1,none,task-rest_acq-645
NKI,A00074113,BAS1,none,task-rest_acq-CAP
NKI,A00074113,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00074113,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00074113,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00074113,FLU1,none,task-rest_acq-1400
NKI,A00074113,FLU1,none,task-rest_acq-645
NKI,A00074113,FLU1,none,task-rest_acq-CAP
NKI,A00074113,FLU2,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074113,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074113,FLU2,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074113,FLU2,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074113,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074113,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00074447,FLU1,none,task-rest_acq-1400VARIANTNumVolumes
NKI,A00074447,FLU1,none,task-rest_acq-645
NKI,A00074447,FLU2,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074447,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074447,FLU2,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074447,FLU2,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074447,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074447,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00074447,TRT,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074447,TRT,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074447,TRT,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074447,TRT,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074447,TRT,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074447,TRT,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00074639,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00074639,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00074639,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00074639,BAS1,none,task-rest_acq-1400
NKI,A00074639,BAS1,none,task-rest_acq-645
NKI,A00074639,BAS1,none,task-rest_acq-CAP
NKI,A00074639,FLU1,none,task-rest_acq-1400VARIANTNumVolumes
NKI,A00074639,FLU1,none,task-rest_acq-645
NKI,A00074701,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00074701,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00074701,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00074701,BAS1,none,task-rest_acq-1400
NKI,A00074701,BAS1,none,task-rest_acq-645
NKI,A00074701,BAS1,none,task-rest_acq-CAP
NKI,A00074701,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00074701,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00074701,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00074701,FLU1,none,task-rest_acq-1400
NKI,A00074701,FLU1,none,task-rest_acq-645
NKI,A00074701,FLU1,none,task-rest_acq-CAP
NKI,A00074709,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00074709,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00074709,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00074709,BAS1,none,task-rest_acq-1400
NKI,A00074709,BAS1,none,task-rest_acq-645
NKI,A00074709,BAS1,none,task-rest_acq-CAP
NKI,A00074709,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00074709,FLU1,none,task-rest_acq-1400
NKI,A00074709,FLU1,none,task-rest_acq-645
NKI,A00074709,FLU1,none,task-rest_acq-CAP
NKI,A00074780,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00074780,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00074780,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00074780,BAS1,none,task-rest_acq-1400
NKI,A00074780,BAS1,none,task-rest_acq-CAP
NKI,A00074808,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00074808,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00074808,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00074808,BAS1,none,task-rest_acq-1400
NKI,A00074808,BAS1,none,task-rest_acq-645
NKI,A00074808,BAS1,none,task-rest_acq-CAP
NKI,A00074808,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00074808,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00074808,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00074808,FLU1,none,task-rest_acq-1400
NKI,A00074808,FLU1,none,task-rest_acq-645
NKI,A00074808,FLU1,none,task-rest_acq-CAP
NKI,A00074808,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074808,FLU2,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074808,FLU2,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074808,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074808,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00074959,BAS1,none,task-rest_acq-1400
NKI,A00074959,BAS1,none,task-rest_acq-645
NKI,A00074959,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00074959,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00074959,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00074959,FLU1,none,task-rest_acq-1400
NKI,A00074959,FLU1,none,task-rest_acq-645
NKI,A00074959,FLU1,none,task-rest_acq-CAP
NKI,A00074959,FLU2,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074959,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074959,FLU2,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074959,FLU2,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074959,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00074959,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00075292,FLU1,none,task-rest_acq-1400VARIANTNumVolumes
NKI,A00075292,FLU1,none,task-rest_acq-645
NKI,A00075292,FLU2,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00075292,FLU2,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00075292,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00075292,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00075296,BAS1,none,task-rest_acq-1400VARIANTNumVolumes
NKI,A00075296,BAS1,none,task-rest_acq-645
NKI,A00075296,FLU1,none,task-rest_acq-1400VARIANTNumVolumes
NKI,A00075296,FLU1,none,task-rest_acq-645
NKI,A00076594,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00076594,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00076594,BAS1,none,task-rest_acq-1400
NKI,A00076594,BAS1,none,task-rest_acq-645
NKI,A00076594,BAS1,none,task-rest_acq-CAP
NKI,A00076594,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00076594,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00076594,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00076594,FLU1,none,task-rest_acq-1400
NKI,A00076594,FLU1,none,task-rest_acq-645
NKI,A00076594,FLU1,none,task-rest_acq-CAP
NKI,A00076594,FLU2,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00076594,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00076594,FLU2,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00076594,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTimeNumVolumes
NKI,A00076594,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00077134,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00077134,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00077134,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00077134,BAS1,none,task-rest_acq-1400
NKI,A00077134,BAS1,none,task-rest_acq-645
NKI,A00077134,BAS1,none,task-rest_acq-CAP
NKI,A00077134,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00077134,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00077134,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00077134,FLU1,none,task-rest_acq-1400
NKI,A00077134,FLU1,none,task-rest_acq-645
NKI,A00077134,FLU1,none,task-rest_acq-CAP
NKI,A00077134,FLU2,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077134,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077134,FLU2,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077134,FLU2,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077134,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077134,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00077144,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00077144,BAS1,none,task-rest_acq-1400
NKI,A00077144,BAS1,none,task-rest_acq-645
NKI,A00077144,BAS1,none,task-rest_acq-CAP
NKI,A00077181,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00077181,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00077181,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00077181,BAS1,none,task-rest_acq-1400
NKI,A00077181,BAS1,none,task-rest_acq-645
NKI,A00077181,BAS1,none,task-rest_acq-CAP
NKI,A00077181,FLU2,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTimeObliquity
NKI,A00077181,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTimeObliquity
NKI,A00077181,FLU2,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTimeObliquity
NKI,A00077181,FLU2,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTimeObliquity
NKI,A00077181,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTimeObliquity
NKI,A00077181,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTimeObliquity
NKI,A00077397,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00077397,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00077397,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00077397,BAS1,none,task-rest_acq-1400
NKI,A00077397,BAS1,none,task-rest_acq-645
NKI,A00077397,BAS1,none,task-rest_acq-CAP
NKI,A00077397,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00077397,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00077397,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00077397,FLU1,none,task-rest_acq-1400
NKI,A00077397,FLU1,none,task-rest_acq-645VARIANTNumVolumes
NKI,A00077397,FLU1,none,task-rest_acq-CAP
NKI,A00077397,FLU2,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077397,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077397,FLU2,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077397,FLU2,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077397,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077397,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00077412,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00077412,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00077412,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00077412,BAS1,none,task-rest_acq-1400
NKI,A00077412,BAS1,none,task-rest_acq-645
NKI,A00077412,BAS1,none,task-rest_acq-CAP
NKI,A00077412,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00077412,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00077412,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00077412,FLU1,none,task-rest_acq-645
NKI,A00077412,FLU1,none,task-rest_acq-CAPVARIANTNumVolumes
NKI,A00077412,FLU2,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077412,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077412,FLU2,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077412,FLU2,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077412,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077412,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00077412,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00077412,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00077412,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00077412,TRT,none,task-rest_acq-1400
NKI,A00077412,TRT,none,task-rest_acq-645
NKI,A00077412,TRT,none,task-rest_acq-CAP
NKI,A00077577,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00077577,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00077577,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00077577,BAS1,none,task-rest_acq-1400
NKI,A00077577,BAS1,none,task-rest_acq-645
NKI,A00077577,BAS1,none,task-rest_acq-CAP
NKI,A00077577,FLU1,none,task-BREATHHOLD_acq-1400VARIANTObliquity
NKI,A00077577,FLU1,none,task-CHECKERBOARD_acq-1400VARIANTObliquity
NKI,A00077577,FLU1,none,task-CHECKERBOARD_acq-645VARIANTObliquity
NKI,A00077577,FLU1,none,task-rest_acq-1400VARIANTObliquity
NKI,A00077577,FLU1,none,task-rest_acq-645VARIANTObliquity
NKI,A00077577,FLU1,none,task-rest_acq-CAPVARIANTObliquity
NKI,A00077577,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00077577,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00077577,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00077577,TRT,none,task-rest_acq-1400
NKI,A00077577,TRT,none,task-rest_acq-645
NKI,A00077577,TRT,none,task-rest_acq-CAP
NKI,A00077638,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00077638,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00077638,TRT,none,task-rest_acq-1400
NKI,A00077638,TRT,none,task-rest_acq-645
NKI,A00077638,TRT,none,task-rest_acq-CAP
NKI,A00077753,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00077753,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00077753,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00077753,BAS1,none,task-rest_acq-1400
NKI,A00077753,BAS1,none,task-rest_acq-645
NKI,A00077753,BAS1,none,task-rest_acq-CAP
NKI,A00077753,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00077753,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00077753,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00077753,FLU1,none,task-rest_acq-1400
NKI,A00077753,FLU1,none,task-rest_acq-645
NKI,A00077753,FLU1,none,task-rest_acq-CAP
NKI,A00077753,FLU2,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077753,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077753,FLU2,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077753,FLU2,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077753,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00077753,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00078239,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00078239,FLU1,none,task-rest_acq-1400
NKI,A00078239,FLU1,none,task-rest_acq-645
NKI,A00078239,FLU1,none,task-rest_acq-CAP
NKI,A00078239,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00078239,FLU2,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00078239,FLU2,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00078239,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTimeNumVolumes
NKI,A00078239,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00079715,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00079715,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00079715,BAS1,none,task-rest_acq-1400
NKI,A00079715,BAS1,none,task-rest_acq-CAP
NKI,A00079724,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00079724,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00079724,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00079724,BAS1,none,task-rest_acq-1400
NKI,A00079724,BAS1,none,task-rest_acq-645VARIANTNumVolumes
NKI,A00079724,BAS1,none,task-rest_acq-CAP
NKI,A00079724,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00079724,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00079724,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00079724,FLU1,none,task-rest_acq-1400
NKI,A00079724,FLU1,none,task-rest_acq-645
