dataset,subject,session,fmap,task
HBN,NDARJY747PRJ,HBNsiteCBIC,epi,task-movieDM_acq-ABCD
HBN,NDARJY747PRJ,HBNsiteCBIC,epi,task-movieTP_acq-ABCD
HBN,NDARJY747PRJ,HBNsiteCBIC,epi,task-peer_acq-ABCD_run-1
HBN,NDARJY747PRJ,HBNsiteCBIC,epi,task-peer_acq-ABCD_run-2
HBN,NDARJY747PRJ,HBNsiteCBIC,epi,task-peer_acq-ABCD_run-3
HBN,NDARJY747PRJ,HBNsiteCBIC,epi,task-rest_acq-ABCD_run-1
HBN,NDARJY747PRJ,HBNsiteCBIC,epi,task-rest_acq-ABCD_run-2
HBN,NDARJZ167VEZ,HBNsiteCBIC,epi,task-movieDM_acq-VARIANTNumVolumes
HBN,NDARJZ167VEZ,HBNsiteCBIC,epi,task-movieTP
HBN,NDARJZ167VEZ,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARJZ167VEZ,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDARJZ167VEZ,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARJZ167VEZ,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARJZ167VEZ,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARJZ888UX6,HBNsiteCBIC,epi,task-movieDM
HBN,NDARJZ888UX6,HBNsiteCBIC,epi,task-movieTP
HBN,NDARKB547TCK,HBNsiteRU,epi,task-movieDM
HBN,NDARKB547TCK,HBNsiteRU,epi,task-movieTP
HBN,NDARKB547TCK,HBNsiteRU,epi,task-peer_run-1
HBN,NDARKC880ZHY,HBNsiteRU,epi,task-movieDM
HBN,NDARKC880ZHY,HBNsiteRU,epi,task-peer_run-1
HBN,NDARKC880ZHY,HBNsiteRU,epi,task-rest_run-1
HBN,NDARKC880ZHY,HBNsiteRU,epi,task-rest_run-2
HBN,NDARKD134TCX,HBNsiteRU,epi,task-movieDM
HBN,NDARKD134TCX,HBNsiteRU,epi,task-movieTP
HBN,NDARKD134TCX,HBNsiteRU,epi,task-peer_run-1
HBN,NDARKD134TCX,HBNsiteRU,epi,task-peer_run-2
HBN,NDARKD134TCX,HBNsiteRU,epi,task-peer_run-3
HBN,NDARKD134TCX,HBNsiteRU,epi,task-rest_run-1
HBN,NDARKG720WXN,HBNsiteRU,epi,task-movieDM
HBN,NDARKG720WXN,HBNsiteRU,epi,task-movieTP
HBN,NDARKG720WXN,HBNsiteRU,epi,task-rest_run-1
HBN,NDARKG859AGN,HBNsiteRU,epi,task-movieDM
HBN,NDARKG859AGN,HBNsiteRU,epi,task-movieTP
HBN,NDARKG859AGN,HBNsiteRU,epi,task-peer_acq-VARIANTEchoTimeEffectiveEchoSpacingPhaseEncodingDirectionTotalReadoutTime_run-1
HBN,NDARKG859AGN,HBNsiteRU,epi,task-peer_run-2
HBN,NDARKG859AGN,HBNsiteRU,epi,task-peer_run-3
HBN,NDARKG859AGN,HBNsiteRU,epi,task-rest_acq-VARIANTNumVolumes_run-1
HBN,NDARKK732JW3,HBNsiteRU,epi,task-movieTP
HBN,NDARKK732JW3,HBNsiteRU,epi,task-peer_run-1
HBN,NDARKK732JW3,HBNsiteRU,epi,task-peer_run-3
HBN,NDARKK732JW3,HBNsiteRU,epi,task-rest_run-1
HBN,NDARKL916FDC,HBNsiteRU,epi,task-peer_run-1
HBN,NDARKL916FDC,HBNsiteRU,epi,task-rest_run-1
HBN,NDARKM096BGW,HBNsiteCBIC,epi,task-movieDM
HBN,NDARKM096BGW,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARKM096BGW,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDARKM096BGW,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARKM096BGW,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARKM476GFK,HBNsiteCBIC,epi,task-movieDM_acq-VARIANTNumVolumes
HBN,NDARKM476GFK,HBNsiteCBIC,epi,task-movieTP
HBN,NDARKM476GFK,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARKM476GFK,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDARKM476GFK,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARKM476GFK,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARKM635UY0,HBNsiteRU,epi,task-movieDM
HBN,NDARKM635UY0,HBNsiteRU,epi,task-movieTP
HBN,NDARKM635UY0,HBNsiteRU,epi,task-peer_run-1
HBN,NDARKM635UY0,HBNsiteRU,epi,task-peer_run-2
HBN,NDARKM635UY0,HBNsiteRU,epi,task-rest_run-1
HBN,NDARKM635UY0,HBNsiteRU,epi,task-rest_run-2
HBN,NDARKN509RP9,HBNsiteRU,none,task-rest_acq-VARIANTNoFmap_run-1
HBN,NDARKN509RP9,HBNsiteRU,none,task-rest_acq-VARIANTNoFmap_run-2
HBN,NDARKP053GCC,HBNsiteRU,epi,task-movieTP
HBN,NDARKP053GCC,HBNsiteRU,epi,task-peer_run-1
HBN,NDARKP053GCC,HBNsiteRU,epi,task-peer_run-2
HBN,NDARKP053GCC,HBNsiteRU,epi,task-rest_run-1
HBN,NDARKP053GCC,HBNsiteRU,epi,task-rest_run-2
HBN,NDARKT714TXR,HBNsiteCBIC,epi,task-movieDM_acq-VARIANTObliquity
HBN,NDARKT714TXR,HBNsiteCBIC,epi,task-movieTP_acq-VARIANTObliquity
HBN,NDARKT714TXR,HBNsiteCBIC,epi,task-peer_acq-VARIANTObliquity_run-1
HBN,NDARKT714TXR,HBNsiteCBIC,epi,task-peer_acq-VARIANTObliquity_run-3
HBN,NDARKT714TXR,HBNsiteCBIC,epi,task-rest_acq-VARIANTObliquity_run-1
HBN,NDARKT714TXR,HBNsiteCBIC,epi,task-rest_acq-VARIANTObliquity_run-2
HBN,NDARKZ479FC8,HBNsiteCBIC,epi,task-movieDM_acq-VARIANTObliquity
HBN,NDARKZ479FC8,HBNsiteCBIC,epi,task-movieTP_acq-VARIANTObliquity
HBN,NDARKZ479FC8,HBNsiteCBIC,epi,task-peer_acq-VARIANTObliquity_run-1
HBN,NDARKZ479FC8,HBNsiteCBIC,epi,task-peer_acq-VARIANTObliquity_run-2
HBN,NDARKZ479FC8,HBNsiteCBIC,epi,task-peer_acq-VARIANTObliquity_run-3
HBN,NDARKZ479FC8,HBNsiteCBIC,epi,task-rest_acq-VARIANTObliquity_run-1
HBN,NDARKZ479FC8,HBNsiteCBIC,epi,task-rest_acq-VARIANTObliquity_run-2
HBN,NDARLA048NYE,HBNsiteCBIC,epi,task-movieDM
HBN,NDARLA048NYE,HBNsiteCBIC,epi,task-movieTP
HBN,NDARLA048NYE,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARLA048NYE,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDARLA048NYE,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARLA048NYE,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARLA048NYE,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARLA226ADX,HBNsiteRU,epi,task-movieDM
HBN,NDARLA226ADX,HBNsiteRU,epi,task-peer_run-1
HBN,NDARLA226ADX,HBNsiteRU,epi,task-rest_run-1
HBN,NDARLA226ADX,HBNsiteRU,epi,task-rest_run-2
HBN,NDARLA516PH1,HBNsiteSI,epi,task-rest_acq-VARIANTObliquity
HBN,NDARLA998XAC,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARLB671TLU,HBNsiteRU,epi,task-movieDM
HBN,NDARLB671TLU,HBNsiteRU,epi,task-movieTP
HBN,NDARLB671TLU,HBNsiteRU,epi,task-peer_run-1
HBN,NDARLB671TLU,HBNsiteRU,epi,task-peer_run-3
HBN,NDARLB671TLU,HBNsiteRU,epi,task-rest_acq-VARIANTNumVolumes_run-2
HBN,NDARLB671TLU,HBNsiteRU,epi,task-rest_run-1
HBN,NDARLE417FRX,HBNsiteRU,epi,task-movieTP
HBN,NDARLE417FRX,HBNsiteRU,epi,task-peer_run-1
HBN,NDARLE417FRX,HBNsiteRU,epi,task-peer_run-2
HBN,NDARLE417FRX,HBNsiteRU,epi,task-peer_run-3
HBN,NDARLJ356HAQ,HBNsiteRU,epi,task-movieDM
HBN,NDARLJ356HAQ,HBNsiteRU,epi,task-rest_run-1
HBN,NDARLJ356HAQ,HBNsiteRU,epi,task-rest_run-2
HBN,NDARLL914UW4,HBNsiteRU,epi,task-movieDM
HBN,NDARLL914UW4,HBNsiteRU,epi,task-movieTP
HBN,NDARLL914UW4,HBNsiteRU,epi,task-peer_acq-VARIANTObliquity_run-1
HBN,NDARLL914UW4,HBNsiteRU,epi,task-peer_run-2
HBN,NDARLL914UW4,HBNsiteRU,epi,task-peer_run-3
HBN,NDARLL914UW4,HBNsiteRU,epi,task-rest_acq-VARIANTObliquity_run-1
HBN,NDARLL914UW4,HBNsiteRU,epi,task-rest_acq-VARIANTObliquity_run-2
HBN,NDARLP858RAA,HBNsiteSI,epi,task-rest_acq-VARIANTObliquity
HBN,NDARLV387GP4,HBNsiteRU,none,task-rest_acq-VARIANTNoFmap_run-1
HBN,NDARLX836EHJ,HBNsiteRU,epi,task-movieDM
HBN,NDARLX836EHJ,HBNsiteRU,epi,task-peer_run-1
HBN,NDARLX836EHJ,HBNsiteRU,epi,task-peer_run-2
HBN,NDARLX836EHJ,HBNsiteRU,epi,task-rest_run-1
HBN,NDARLX836EHJ,HBNsiteRU,epi,task-rest_run-2
HBN,NDARLY872ZXA,HBNsiteRU,epi,task-movieDM
HBN,NDARLY872ZXA,HBNsiteRU,epi,task-movieTP
HBN,NDARLY872ZXA,HBNsiteRU,epi,task-peer_run-1
HBN,NDARLY872ZXA,HBNsiteRU,epi,task-rest_run-1
HBN,NDARLY872ZXA,HBNsiteRU,epi,task-rest_run-2
HBN,NDARLZ745EUN,HBNsiteCBIC,epi,task-movieTP_acq-ABCD
HBN,NDARLZ745EUN,HBNsiteCBIC,epi,task-peer_acq-ABCD_run-1
HBN,NDARLZ745EUN,HBNsiteCBIC,epi,task-peer_acq-ABCD_run-2
HBN,NDARLZ745EUN,HBNsiteCBIC,epi,task-peer_acq-ABCD_run-3
HBN,NDARLZ745EUN,HBNsiteCBIC,epi,task-rest_acq-ABCD_run-1
HBN,NDARLZ745EUN,HBNsiteCBIC,epi,task-rest_acq-ABCD_run-2
HBN,NDARMB857WG7,HBNsiteCBIC,epi,task-movieDM
HBN,NDARMB857WG7,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARMB857WG7,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARMB857WG7,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARMB857WG7,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARMB945WN7,HBNsiteCUNY,epi,task-movieDM
HBN,NDARMB945WN7,HBNsiteCUNY,epi,task-movieTP
HBN,NDARMB945WN7,HBNsiteCUNY,epi,task-peer_run-1
HBN,NDARMB945WN7,HBNsiteCUNY,epi,task-peer_run-3
HBN,NDARMD666RYJ,HBNsiteCBIC,epi,task-movieDM
HBN,NDARMD666RYJ,HBNsiteCBIC,epi,task-movieTP
HBN,NDARMD666RYJ,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARMD666RYJ,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARMD666RYJ,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARMD666RYJ,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARMF846EVR,HBNsiteCBIC,epi,task-movieDM
HBN,NDARMF846EVR,HBNsiteCBIC,epi,task-movieTP
HBN,NDARMF846EVR,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARMF846EVR,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARMG263JRX,HBNsiteRU,epi,task-movieDM
HBN,NDARMG263JRX,HBNsiteRU,epi,task-movieTP
HBN,NDARMG263JRX,HBNsiteRU,epi,task-peer_run-1
HBN,NDARMG263JRX,HBNsiteRU,epi,task-peer_run-3
HBN,NDARMG263JRX,HBNsiteRU,epi,task-rest_run-1
HBN,NDARMG263JRX,HBNsiteRU,epi,task-rest_run-2
HBN,NDARMH249AWF,HBNsiteRU,none,task-rest_acq-VARIANTNoFmap_run-1
HBN,NDARMH364EMW,HBNsiteCBIC,epi,task-movieDM
HBN,NDARMH364EMW,HBNsiteCBIC,epi,task-movieTP
HBN,NDARMH364EMW,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARMH364EMW,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARMH364EMW,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARMH364EMW,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARML406ZB8,HBNsiteRU,epi,task-movieDM
HBN,NDARML406ZB8,HBNsiteRU,epi,task-movieTP
HBN,NDARML406ZB8,HBNsiteRU,epi,task-peer_run-1
HBN,NDARMN043YKC,HBNsiteCBIC,epi,task-movieDM
HBN,NDARMN043YKC,HBNsiteCBIC,epi,task-movieTP
HBN,NDARMN043YKC,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARMN043YKC,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDARMN043YKC,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARMN043YKC,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARMN043YKC,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARMN415AXR,HBNsiteRU,epi,task-movieDM
HBN,NDARMN415AXR,HBNsiteRU,epi,task-peer_run-1
HBN,NDARMN415AXR,HBNsiteRU,epi,task-peer_run-3
HBN,NDARMN415AXR,HBNsiteRU,epi,task-rest_run-1
HBN,NDARMN415AXR,HBNsiteRU,epi,task-rest_run-2
HBN,NDARMN690FGZ,HBNsiteRU,epi,task-movieDM
HBN,NDARMN690FGZ,HBNsiteRU,epi,task-movieTP
HBN,NDARMN690FGZ,HBNsiteRU,epi,task-peer_run-1
HBN,NDARMN690FGZ,HBNsiteRU,epi,task-peer_run-2
HBN,NDARMN690FGZ,HBNsiteRU,epi,task-peer_run-3
HBN,NDARMN690FGZ,HBNsiteRU,epi,task-rest_run-1
HBN,NDARMU589LP6,HBNsiteRU,epi,task-movieDM
HBN,NDARMU589LP6,HBNsiteRU,epi,task-peer_run-1
HBN,NDARMU589LP6,HBNsiteRU,epi,task-peer_run-2
HBN,NDARMU589LP6,HBNsiteRU,epi,task-rest_run-1
HBN,NDARMU589LP6,HBNsiteRU,epi,task-rest_run-2
HBN,NDARMU791UN7,HBNsiteRU,epi,task-movieTP
HBN,NDARMU791UN7,HBNsiteRU,epi,task-peer_run-1
HBN,NDARMU791UN7,HBNsiteRU,epi,task-peer_run-3
HBN,NDARMV718DYL,HBNsiteRU,epi,task-movieDM
HBN,NDARMV718DYL,HBNsiteRU,epi,task-movieTP
HBN,NDARMV718DYL,HBNsiteRU,epi,task-peer_run-1
HBN,NDARMV718DYL,HBNsiteRU,epi,task-peer_run-2
HBN,NDARMV718DYL,HBNsiteRU,epi,task-rest_run-1
HBN,NDARMV718DYL,HBNsiteRU,epi,task-rest_run-2
HBN,NDARMV981GZ7,HBNsiteCBIC,epi,task-movieDM
HBN,NDARMV981GZ7,HBNsiteCBIC,epi,task-movieTP
HBN,NDARMV981GZ7,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARMV981GZ7,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDARMV981GZ7,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARMV981GZ7,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARMX032AU3,HBNsiteSI,epi,task-rest_acq-VARIANTObliquity
HBN,NDARTH433TE0,HBNsiteRU,epi,task-movieDM
HBN,NDARTH433TE0,HBNsiteRU,epi,task-peer_run-1
HBN,NDARTH433TE0,HBNsiteRU,epi,task-peer_run-3
HRC,10001,1,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,10001,2,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,10621,1,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,10676,1,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,10710,1,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,10710,2,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,10766,2,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,10788,1,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-2
HRC,10788,2,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,10791,1,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,10791,2,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,10814,1,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,10814,2,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,10849,1,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,10921,1,none,task-rest_run-3
HRC,10984,1,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,10984,2,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,11044,1,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,11150,2,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,11210,1,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,11210,2,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,11276,3,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,11619,2,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-1
HRC,11756,2,none,task-rest_acq-VARIANTEffectiveEchoSpacing_run-2
HRC,20046,1,none,task-rest_acq-VARIANTRepetitionTime_run-1
HRC,20085,1,none,task-rest_acq-VARIANTRepetitionTime_run-1
HRC,20094,1,none,task-rest_run-1
HRC,20094,2,none,task-rest_run-1
HRC,20096,1,none,task-rest_run-1
HRC,20096,2,none,task-rest_run-1
HRC,20170,1,none,task-rest_run-1
HRC,20170,2,none,task-rest_run-1
HRC,20174,3,none,task-rest_run-1
HRC,20231,1,none,task-rest_run-1
HRC,20231,2,none,task-rest_acq-VARIANTRepetitionTimeDim3Size_run-1
HRC,20336,1,none,task-rest_run-1
HRC,20336,2,none,task-rest_acq-VARIANTNumVolumes_run-1
HRC,20343,1,none,task-rest_run-1
HRC,20343,2,none,task-rest_acq-VARIANTRepetitionTimeDim3Size_run-1
HRC,20386,1,none,task-rest_run-1
HRC,20386,2,none,task-rest_run-2
HRC,20400,1,none,task-rest_run-1
HRC,20400,2,none,task-rest_run-1
HRC,20400,2,none,task-rest_run-2
HRC,20415,2,none,task-rest_run-2
HRC,20503,1,none,task-rest_run-1
HRC,20567,1,none,task-rest_run-1
HRC,20571,1,none,task-rest_run-1
HRC,20624,1,none,task-rest_run-1
HRC,20624,2,none,task-rest_run-1
HRC,20625,1,none,task-rest_run-1
HRC,20639,1,none,task-rest_run-1
HRC,20639,2,none,task-rest_run-1
HRC,20662,1,none,task-rest_run-1
HRC,20719,1,none,task-rest_run-1
HRC,20719,2,none,task-rest_run-2
HRC,20725,1,none,task-rest_run-1
HRC,20731,1,none,task-rest_run-1
HRC,20731,2,none,task-rest_run-1
HRC,20737,1,none,task-rest_run-1
HRC,20737,2,none,task-rest_acq-VARIANTObliquity_run-1
HRC,20745,1,none,task-rest_run-1
HRC,20783,2,none,task-rest_run-1
HRC,20815,1,none,task-rest_run-1
HRC,20815,2,none,task-rest_acq-VARIANTObliquity_run-1
HRC,20839,1,none,task-rest_run-1
HRC,20839,2,none,task-rest_run-1
HRC,20846,1,none,task-rest_run-1
HRC,20846,2,none,task-rest_run-1
HRC,20846,2,none,task-rest_run-2
HRC,20880,1,none,task-rest_run-2
HRC,20880,2,none,task-rest_run-1
HRC,20982,1,none,task-rest_acq-VARIANTNumVolumes_run-1
HRC,20982,2,none,task-rest_run-1
HRC,21077,2,none,task-rest_acq-VARIANTNumVolumes_run-1
HRC,21077,2,none,task-rest_run-2
HRC,21857,2,none,task-rest_run-2
NKI,A00008326,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00008326,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00008326,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00008326,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00008326,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00008326,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00008326,BAS2,none,task-BREATHHOLD_acq-1400
NKI,A00008326,BAS2,none,task-CHECKERBOARD_acq-1400
NKI,A00008326,BAS2,none,task-CHECKERBOARD_acq-645
NKI,A00008326,BAS2,none,task-rest_acq-1400
NKI,A00008326,BAS2,none,task-rest_acq-645
NKI,A00008326,BAS2,none,task-rest_acq-CAP
NKI,A00008326,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00008326,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00008326,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00008326,FLU1,none,task-rest_acq-1400
NKI,A00008326,FLU1,none,task-rest_acq-645
NKI,A00008326,FLU1,none,task-rest_acq-CAP
NKI,A00008399,BAS1,none,task-BREATHHOLD_acq-1400RR
NKI,A00008399,BAS1,none,task-CHECKERBOARD_acq-1400RRVARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTimeNumVolumes
NKI,A00008399,BAS1,none,task-CHECKERBOARD_acq-645RRVARIANTEffectiveEchoSpacingMultibandAccelerationFactorPartialFourierTotalReadoutTimeNumVolumes
NKI,A00008399,BAS1,none,task-rest_acq-645VARIANTEffectiveEchoSpacingFlipAngleMultibandAccelerationFactorPartialFourierTotalReadoutTimeNumVolumes
NKI,A00021039,BAS1,none,task-rest_acq-1400RRVARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTimeNumVolumes
NKI,A00021039,BAS1,none,task-rest_acq-645RR
NKI,A00021039,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00025566,BAS1,none,task-rest_acq-1400RRVARIANTNumVolumes
NKI,A00025566,BAS1,none,task-rest_acq-1400VARIANTNumVolumes
NKI,A00025566,BAS1,none,task-rest_acq-645
NKI,A00027159,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00027159,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00027159,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00027159,BAS1,none,task-rest_acq-1400
NKI,A00027159,BAS1,none,task-rest_acq-645
NKI,A00027159,BAS1,none,task-rest_acq-CAP
NKI,A00027159,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00027159,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00027159,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00027159,FLU1,none,task-rest_acq-1400
NKI,A00027159,FLU1,none,task-rest_acq-645
NKI,A00027159,FLU1,none,task-rest_acq-CAP
NKI,A00027159,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00027159,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00027159,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00027159,TRT,none,task-rest_acq-1400
NKI,A00027159,TRT,none,task-rest_acq-645
NKI,A00027159,TRT,none,task-rest_acq-CAP
NKI,A00027439,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00027439,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00027439,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00027439,FLU1,none,task-rest_acq-1400
NKI,A00027439,FLU1,none,task-rest_acq-645
NKI,A00027439,FLU1,none,task-rest_acq-CAP
NKI,A00027439,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00027439,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00027439,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00027439,TRT,none,task-rest_acq-1400
NKI,A00027439,TRT,none,task-rest_acq-645
NKI,A00027439,TRT,none,task-rest_acq-CAP
NKI,A00028185,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028185,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028185,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028185,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028185,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028185,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00028185,BAS2,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028185,BAS2,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028185,BAS2,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028185,BAS2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028185,BAS2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00028207,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028207,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028207,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028207,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028207,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028207,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00028287,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028287,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028287,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028287,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028287,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028287,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00028352,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028352,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028352,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028352,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00028352,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
